Category,State,Year,Month,Value(cents per KWH),state_year_month
Average retail price of electricity , Arizona ,2015,7,12.78, Arizona 20157
Average retail price of electricity , Arizona ,2015,6,12.71, Arizona 20156
Average retail price of electricity , Arizona ,2015,5,12.64, Arizona 20155
Average retail price of electricity , Arizona ,2015,4,12.21, Arizona 20154
Average retail price of electricity , Arizona ,2015,3,11.46, Arizona 20153
Average retail price of electricity , Arizona ,2015,2,11.52, Arizona 20152
Average retail price of electricity , Arizona ,2015,1,10.99, Arizona 20151
Average retail price of electricity , Arizona ,2014,12,10.85, Arizona 201412
Average retail price of electricity , Arizona ,2014,11,11.08, Arizona 201411
Average retail price of electricity , Arizona ,2014,10,11.9, Arizona 201410
Average retail price of electricity , Arizona ,2014,9,12.3, Arizona 20149
Average retail price of electricity , Arizona ,2014,8,12.36, Arizona 20148
Average retail price of electricity , Arizona ,2014,7,12.46, Arizona 20147
Average retail price of electricity , Arizona ,2014,6,12.36, Arizona 20146
Average retail price of electricity , Arizona ,2014,5,12.52, Arizona 20145
Average retail price of electricity , Arizona ,2014,4,11.88, Arizona 20144
Average retail price of electricity , Arizona ,2014,3,11.22, Arizona 20143
Average retail price of electricity , Arizona ,2014,2,11.13, Arizona 20142
Average retail price of electricity , Arizona ,2014,1,10.83, Arizona 20141
Average retail price of electricity , Arizona ,2013,12,10.97, Arizona 201312
Average retail price of electricity , Arizona ,2013,11,11.02, Arizona 201311
Average retail price of electricity , Arizona ,2013,10,12.01, Arizona 201310
Average retail price of electricity , Arizona ,2013,9,12.17, Arizona 20139
Average retail price of electricity , Arizona ,2013,8,12.28, Arizona 20138
Average retail price of electricity , Arizona ,2013,7,12.47, Arizona 20137
Average retail price of electricity , Arizona ,2013,6,12.15, Arizona 20136
Average retail price of electricity , Arizona ,2013,5,12.16, Arizona 20135
Average retail price of electricity , Arizona ,2013,4,11.73, Arizona 20134
Average retail price of electricity , Arizona ,2013,3,10.87, Arizona 20133
Average retail price of electricity , Arizona ,2013,2,10.69, Arizona 20132
Average retail price of electricity , Arizona ,2013,1,10.25, Arizona 20131
Average retail price of electricity , Arizona ,2012,12,10.41, Arizona 201212
Average retail price of electricity , Arizona ,2012,11,10.73, Arizona 201211
Average retail price of electricity , Arizona ,2012,10,11.36, Arizona 201210
Average retail price of electricity , Arizona ,2012,9,11.66, Arizona 20129
Average retail price of electricity , Arizona ,2012,8,11.83, Arizona 20128
Average retail price of electricity , Arizona ,2012,7,11.86, Arizona 20127
Average retail price of electricity , Arizona ,2012,6,11.9, Arizona 20126
Average retail price of electricity , Arizona ,2012,5,11.88, Arizona 20125
Average retail price of electricity , Arizona ,2012,4,11.17, Arizona 20124
Average retail price of electricity , Arizona ,2012,3,10.44, Arizona 20123
Average retail price of electricity , Arizona ,2012,2,10.26, Arizona 20122
Average retail price of electricity , Arizona ,2012,1,10.01, Arizona 20121
Average retail price of electricity , Arizona ,2011,12,9.98, Arizona 201112
Average retail price of electricity , Arizona ,2011,11,10.31, Arizona 201111
Average retail price of electricity , Arizona ,2011,10,11.08, Arizona 201110
Average retail price of electricity , Arizona ,2011,9,11.53, Arizona 20119
Average retail price of electricity , Arizona ,2011,8,11.67, Arizona 20118
Average retail price of electricity , Arizona ,2011,7,11.85, Arizona 20117
Average retail price of electricity , Arizona ,2011,6,11.77, Arizona 20116
Average retail price of electricity , Arizona ,2011,5,11.77, Arizona 20115
Average retail price of electricity , Arizona ,2011,4,10.97, Arizona 20114
Average retail price of electricity , Arizona ,2011,3,10.25, Arizona 20113
Average retail price of electricity , Arizona ,2011,2,9.93, Arizona 20112
Average retail price of electricity , Arizona ,2011,1,9.84, Arizona 20111
Average retail price of electricity , Arizona ,2010,12,10, Arizona 201012
Average retail price of electricity , Arizona ,2010,11,10.14, Arizona 201011
Average retail price of electricity , Arizona ,2010,10,10.96, Arizona 201010
Average retail price of electricity , Arizona ,2010,9,11.52, Arizona 20109
Average retail price of electricity , Arizona ,2010,8,11.59, Arizona 20108
Average retail price of electricity , Arizona ,2010,7,11.78, Arizona 20107
Average retail price of electricity , Arizona ,2010,6,11.74, Arizona 20106
Average retail price of electricity , Arizona ,2010,5,11.75, Arizona 20105
Average retail price of electricity , Arizona ,2010,4,10.24, Arizona 20104
Average retail price of electricity , Arizona ,2010,3,9.98, Arizona 20103
Average retail price of electricity , Arizona ,2010,2,9.84, Arizona 20102
Average retail price of electricity , Arizona ,2010,1,9.57, Arizona 20101
Average retail price of electricity , Arizona ,2009,12,9.7, Arizona 200912
Average retail price of electricity , Arizona ,2009,11,9.86, Arizona 200911
Average retail price of electricity , Arizona ,2009,10,10.97, Arizona 200910
Average retail price of electricity , Arizona ,2009,9,11.17, Arizona 20099
Average retail price of electricity , Arizona ,2009,8,11.29, Arizona 20098
Average retail price of electricity , Arizona ,2009,7,11.3, Arizona 20097
Average retail price of electricity , Arizona ,2009,6,11.27, Arizona 20096
Average retail price of electricity , Arizona ,2009,5,11.33, Arizona 20095
Average retail price of electricity , Arizona ,2009,4,10.65, Arizona 20094
Average retail price of electricity , Arizona ,2009,3,9.93, Arizona 20093
Average retail price of electricity , Arizona ,2009,2,9.82, Arizona 20092
Average retail price of electricity , Arizona ,2009,1,9.51, Arizona 20091
Average retail price of electricity , Arizona ,2008,12,9.61, Arizona 200812
Average retail price of electricity , Arizona ,2008,11,9.55, Arizona 200811
Average retail price of electricity , Arizona ,2008,10,10.46, Arizona 200810
Average retail price of electricity , Arizona ,2008,9,10.63, Arizona 20089
Average retail price of electricity , Arizona ,2008,8,10.86, Arizona 20088
Average retail price of electricity , Arizona ,2008,7,10.95, Arizona 20087
Average retail price of electricity , Arizona ,2008,6,11.06, Arizona 20086
Average retail price of electricity , Arizona ,2008,5,11.03, Arizona 20085
Average retail price of electricity , Arizona ,2008,4,10.02, Arizona 20084
Average retail price of electricity , Arizona ,2008,3,9.38, Arizona 20083
Average retail price of electricity , Arizona ,2008,2,9.02, Arizona 20082
Average retail price of electricity , Arizona ,2008,1,8.85, Arizona 20081
Average retail price of electricity , Arizona ,2007,12,8.89, Arizona 200712
Average retail price of electricity , Arizona ,2007,11,9.08, Arizona 200711
Average retail price of electricity , Arizona ,2007,10,10.16, Arizona 200710
Average retail price of electricity , Arizona ,2007,9,10.17, Arizona 20079
Average retail price of electricity , Arizona ,2007,8,10.33, Arizona 20078
Average retail price of electricity , Arizona ,2007,7,10.37, Arizona 20077
Average retail price of electricity , Arizona ,2007,6,9.96, Arizona 20076
Average retail price of electricity , Arizona ,2007,5,10.2, Arizona 20075
Average retail price of electricity , Arizona ,2007,4,9.19, Arizona 20074
Average retail price of electricity , Arizona ,2007,3,8.8, Arizona 20073
Average retail price of electricity , Arizona ,2007,2,8.46, Arizona 20072
Average retail price of electricity , Arizona ,2007,1,8.33, Arizona 20071
Average retail price of electricity , Arizona ,2006,12,8.56, Arizona 200612
Average retail price of electricity , Arizona ,2006,11,8.74, Arizona 200611
Average retail price of electricity , Arizona ,2006,10,9.88, Arizona 200610
Average retail price of electricity , Arizona ,2006,9,9.89, Arizona 20069
Average retail price of electricity , Arizona ,2006,8,9.88, Arizona 20068
Average retail price of electricity , Arizona ,2006,7,9.9, Arizona 20067
Average retail price of electricity , Arizona ,2006,6,10.05, Arizona 20066
Average retail price of electricity , Arizona ,2006,5,10.19, Arizona 20065
Average retail price of electricity , Arizona ,2006,4,8.92, Arizona 20064
Average retail price of electricity , Arizona ,2006,3,8.38, Arizona 20063
Average retail price of electricity , Arizona ,2006,2,8.21, Arizona 20062
Average retail price of electricity , Arizona ,2006,1,8.05, Arizona 20061
Average retail price of electricity , Arizona ,2005,12,7.88, Arizona 200512
Average retail price of electricity , Arizona ,2005,11,8.12, Arizona 200511
Average retail price of electricity , Arizona ,2005,10,9.23, Arizona 200510
Average retail price of electricity , Arizona ,2005,9,9.3, Arizona 20059
Average retail price of electricity , Arizona ,2005,8,9.28, Arizona 20058
Average retail price of electricity , Arizona ,2005,7,9.3, Arizona 20057
Average retail price of electricity , Arizona ,2005,6,9.41, Arizona 20056
Average retail price of electricity , Arizona ,2005,5,9.6, Arizona 20055
Average retail price of electricity , Arizona ,2005,4,8.67, Arizona 20054
Average retail price of electricity , Arizona ,2005,3,8.19, Arizona 20053
Average retail price of electricity , Arizona ,2005,2,7.99, Arizona 20052
Average retail price of electricity , Arizona ,2005,1,7.75, Arizona 20051
Average retail price of electricity , Arizona ,2004,12,7.86, Arizona 200412
Average retail price of electricity , Arizona ,2004,11,8.05, Arizona 200411
Average retail price of electricity , Arizona ,2004,10,8.79, Arizona 200410
Average retail price of electricity , Arizona ,2004,9,8.96, Arizona 20049
Average retail price of electricity , Arizona ,2004,8,8.87, Arizona 20048
Average retail price of electricity , Arizona ,2004,7,8.88, Arizona 20047
Average retail price of electricity , Arizona ,2004,6,9.1, Arizona 20046
Average retail price of electricity , Arizona ,2004,5,9.26, Arizona 20045
Average retail price of electricity , Arizona ,2004,4,8.05, Arizona 20044
Average retail price of electricity , Arizona ,2004,3,7.61, Arizona 20043
Average retail price of electricity , Arizona ,2004,2,7.49, Arizona 20042
Average retail price of electricity , Arizona ,2004,1,7.27, Arizona 20041
Average retail price of electricity , Arizona ,2003,12,7.55, Arizona 200312
Average retail price of electricity , Arizona ,2003,11,7.21, Arizona 200311
Average retail price of electricity , Arizona ,2003,10,8.83, Arizona 200310
Average retail price of electricity , Arizona ,2003,9,8.7, Arizona 20039
Average retail price of electricity , Arizona ,2003,8,8.74, Arizona 20038
Average retail price of electricity , Arizona ,2003,7,8.78, Arizona 20037
Average retail price of electricity , Arizona ,2003,6,9.09, Arizona 20036
Average retail price of electricity , Arizona ,2003,5,9.52, Arizona 20035
Average retail price of electricity , Arizona ,2003,4,7.82, Arizona 20034
Average retail price of electricity , Arizona ,2003,3,7.59, Arizona 20033
Average retail price of electricity , Arizona ,2003,2,7.57, Arizona 20032
Average retail price of electricity , Arizona ,2003,1,7.06, Arizona 20031
Average retail price of electricity , Arizona ,2002,12,7.46, Arizona 200212
Average retail price of electricity , Arizona ,2002,11,7.37, Arizona 200211
Average retail price of electricity , Arizona ,2002,10,8.99, Arizona 200210
Average retail price of electricity , Arizona ,2002,9,8.79, Arizona 20029
Average retail price of electricity , Arizona ,2002,8,8.78, Arizona 20028
Average retail price of electricity , Arizona ,2002,7,8.65, Arizona 20027
Average retail price of electricity , Arizona ,2002,6,8.97, Arizona 20026
Average retail price of electricity , Arizona ,2002,5,9.37, Arizona 20025
Average retail price of electricity , Arizona ,2002,4,7.69, Arizona 20024
Average retail price of electricity , Arizona ,2002,3,7.46, Arizona 20023
Average retail price of electricity , Arizona ,2002,2,7.17, Arizona 20022
Average retail price of electricity , Arizona ,2002,1,7.01, Arizona 20021
Average retail price of electricity , Arizona ,2001,12,7.26, Arizona 200112
Average retail price of electricity , Arizona ,2001,11,7.17, Arizona 200111
Average retail price of electricity , Arizona ,2001,10,8.95, Arizona 200110
Average retail price of electricity , Arizona ,2001,9,8.81, Arizona 20019
Average retail price of electricity , Arizona ,2001,8,8.84, Arizona 20018
Average retail price of electricity , Arizona ,2001,7,8.84, Arizona 20017
Average retail price of electricity , Arizona ,2001,6,9.04, Arizona 20016
Average retail price of electricity , Arizona ,2001,5,9.41, Arizona 20015
Average retail price of electricity , Arizona ,2001,4,8.09, Arizona 20014
Average retail price of electricity , Arizona ,2001,3,7.4, Arizona 20013
Average retail price of electricity , Arizona ,2001,2,7.13, Arizona 20012
Average retail price of electricity , Arizona ,2001,1,6.99, Arizona 20011
Average retail price of electricity , Arkansas ,2017,7,10.67, Arkansas 20177
Average retail price of electricity , Arkansas ,2017,6,10.73, Arkansas 20176
Average retail price of electricity , Arkansas ,2017,5,10.49, Arkansas 20175
Average retail price of electricity , Arkansas ,2017,4,10.4, Arkansas 20174
Average retail price of electricity , Arkansas ,2017,3,9.85, Arkansas 20173
Average retail price of electricity , Arkansas ,2017,2,9.84, Arkansas 20172
Average retail price of electricity , Arkansas ,2017,1,9.18, Arkansas 20171
