Category,Resource,State,Year,Month,Value(thousand tons),state_year_month
Total consumption , coal , Arizona ,2015,3,1549.785, Arizona 20153
Total consumption , coal , Arizona ,2015,2,1245.603, Arizona 20152
Total consumption , coal , Arizona ,2015,1,1762.211, Arizona 20151
Total consumption , coal , Arizona ,2014,12,1854.787, Arizona 201412
Total consumption , coal , Arizona ,2014,11,1729.077, Arizona 201411
Total consumption , coal , Arizona ,2014,10,1949.904, Arizona 201410
Total consumption , coal , Arizona ,2014,9,2097.669, Arizona 20149
Total consumption , coal , Arizona ,2014,8,2189.497, Arizona 20148
Total consumption , coal , Arizona ,2014,7,2185.409, Arizona 20147
Total consumption , coal , Arizona ,2014,6,1975.134, Arizona 20146
Total consumption , coal , Arizona ,2014,5,1846.636, Arizona 20145
Total consumption , coal , Arizona ,2014,4,1611.836, Arizona 20144
Total consumption , coal , Arizona ,2014,3,1771.1, Arizona 20143
Total consumption , coal , Arizona ,2014,2,1610.916, Arizona 20142
Total consumption , coal , Arizona ,2014,1,2089.041, Arizona 20141
Total consumption , coal , Arizona ,2013,12,2041.34, Arizona 201312
Total consumption , coal , Arizona ,2013,11,1824.053, Arizona 201311
Total consumption , coal , Arizona ,2013,10,1968.045, Arizona 201310
Total consumption , coal , Arizona ,2013,9,2043.5, Arizona 20139
Total consumption , coal , Arizona ,2013,8,2117.905, Arizona 20138
Total consumption , coal , Arizona ,2013,7,2106.256, Arizona 20137
Total consumption , coal , Arizona ,2013,6,2021.238, Arizona 20136
Total consumption , coal , Arizona ,2013,5,2054.424, Arizona 20135
Total consumption , coal , Arizona ,2013,4,1873.207, Arizona 20134
Total consumption , coal , Arizona ,2013,3,1731.049, Arizona 20133
Total consumption , coal , Arizona ,2013,2,1512.039, Arizona 20132
Total consumption , coal , Arizona ,2013,1,2004.789, Arizona 20131
Total consumption , coal , Arizona ,2012,12,1983.605, Arizona 201212
Total consumption , coal , Arizona ,2012,11,1800.824, Arizona 201211
Total consumption , coal , Arizona ,2012,10,1926.077, Arizona 201210
Total consumption , coal , Arizona ,2012,9,1806.343, Arizona 20129
Total consumption , coal , Arizona ,2012,8,1922.703, Arizona 20128
Total consumption , coal , Arizona ,2012,7,1857.258, Arizona 20127
Total consumption , coal , Arizona ,2012,6,1806.057, Arizona 20126
Total consumption , coal , Arizona ,2012,5,1708.518, Arizona 20125
Total consumption , coal , Arizona ,2012,4,1452.823, Arizona 20124
Total consumption , coal , Arizona ,2012,3,1507.127, Arizona 20123
Total consumption , coal , Arizona ,2012,2,1692.788, Arizona 20122
Total consumption , coal , Arizona ,2012,1,1996.691, Arizona 20121
Total consumption , coal , Arizona ,2011,12,2057.537, Arizona 201112
Total consumption , coal , Arizona ,2011,11,1980.548, Arizona 201111
Total consumption , coal , Arizona ,2011,10,1994.574, Arizona 201110
Total consumption , coal , Arizona ,2011,9,2068.748, Arizona 20119
Total consumption , coal , Arizona ,2011,8,2216.812, Arizona 20118
Total consumption , coal , Arizona ,2011,7,2061.285, Arizona 20117
Total consumption , coal , Arizona ,2011,6,1904.624, Arizona 20116
Total consumption , coal , Arizona ,2011,5,1733.799, Arizona 20115
Total consumption , coal , Arizona ,2011,4,1651.015, Arizona 20114
Total consumption , coal , Arizona ,2011,3,1752.07, Arizona 20113
Total consumption , coal , Arizona ,2011,2,1709.281, Arizona 20112
Total consumption , coal , Arizona ,2011,1,2086.519, Arizona 20111
Total consumption , coal , Arizona ,2010,12,2072.804, Arizona 201012
Total consumption , coal , Arizona ,2010,11,2025.31, Arizona 201011
Total consumption , coal , Arizona ,2010,10,1877.691, Arizona 201010
Total consumption , coal , Arizona ,2010,9,2002.863, Arizona 20109
Total consumption , coal , Arizona ,2010,8,2045.388, Arizona 20108
Total consumption , coal , Arizona ,2010,7,2102.734, Arizona 20107
Total consumption , coal , Arizona ,2010,6,1986.431, Arizona 20106
Total consumption , coal , Arizona ,2010,5,1978.84, Arizona 20105
Total consumption , coal , Arizona ,2010,4,1598.796, Arizona 20104
Total consumption , coal , Arizona ,2010,3,1727.345, Arizona 20103
Total consumption , coal , Arizona ,2010,2,1622.924, Arizona 20102
Total consumption , coal , Arizona ,2010,1,2042.953, Arizona 20101
Total consumption , coal , Arizona ,2009,12,2113.803, Arizona 200912
Total consumption , coal , Arizona ,2009,11,1750.31, Arizona 200911
Total consumption , coal , Arizona ,2009,10,1780.399, Arizona 200910
Total consumption , coal , Arizona ,2009,9,1764.542, Arizona 20099
Total consumption , coal , Arizona ,2009,8,1933.369, Arizona 20098
Total consumption , coal , Arizona ,2009,7,1854.358, Arizona 20097
Total consumption , coal , Arizona ,2009,6,1735.47, Arizona 20096
Total consumption , coal , Arizona ,2009,5,1656.408, Arizona 20095
Total consumption , coal , Arizona ,2009,4,1307.302, Arizona 20094
Total consumption , coal , Arizona ,2009,3,1467.282, Arizona 20093
Total consumption , coal , Arizona ,2009,2,1555.32, Arizona 20092
Total consumption , coal , Arizona ,2009,1,1843.544, Arizona 20091
Total consumption , coal , Arizona ,2008,12,1814.117, Arizona 200812
Total consumption , coal , Arizona ,2008,11,1814.4, Arizona 200811
Total consumption , coal , Arizona ,2008,10,1936.103, Arizona 200810
Total consumption , coal , Arizona ,2008,9,1977.304, Arizona 20089
Total consumption , coal , Arizona ,2008,8,2094.237, Arizona 20088
Total consumption , coal , Arizona ,2008,7,2035.226, Arizona 20087
Total consumption , coal , Arizona ,2008,6,1928.642, Arizona 20086
Total consumption , coal , Arizona ,2008,5,1819.356, Arizona 20085
Total consumption , coal , Arizona ,2008,4,1767.503, Arizona 20084
Total consumption , coal , Arizona ,2008,3,1908.495, Arizona 20083
Total consumption , coal , Arizona ,2008,2,1603.576, Arizona 20082
Total consumption , coal , Arizona ,2008,1,1958.568, Arizona 20081
Total consumption , coal , Arizona ,2007,12,1860.961, Arizona 200712
Total consumption , coal , Arizona ,2007,11,1751.792, Arizona 200711
Total consumption , coal , Arizona ,2007,10,1632.156, Arizona 200710
Total consumption , coal , Arizona ,2007,9,1674.55, Arizona 20079
Total consumption , coal , Arizona ,2007,8,1962.316, Arizona 20078
Total consumption , coal , Arizona ,2007,7,1842.365, Arizona 20077
Total consumption , coal , Arizona ,2007,6,1852.748, Arizona 20076
Total consumption , coal , Arizona ,2007,5,1799.187, Arizona 20075
Total consumption , coal , Arizona ,2007,4,1676.3, Arizona 20074
Total consumption , coal , Arizona ,2007,3,1840.748, Arizona 20073
Total consumption , coal , Arizona ,2007,2,1551.286, Arizona 20072
Total consumption , coal , Arizona ,2007,1,1744.929, Arizona 20071
Total consumption , coal , Arizona ,2006,12,1657.518, Arizona 200612
Total consumption , coal , Arizona ,2006,11,1680.788, Arizona 200611
Total consumption , coal , Arizona ,2006,10,1677.656, Arizona 200610
Total consumption , coal , Arizona ,2006,9,1830.116, Arizona 20069
Total consumption , coal , Arizona ,2006,8,1924.006, Arizona 20068
Total consumption , coal , Arizona ,2006,7,1866.688, Arizona 20067
Total consumption , coal , Arizona ,2006,6,1727.611, Arizona 20066
Total consumption , coal , Arizona ,2006,5,1688.067, Arizona 20065
Total consumption , coal , Arizona ,2006,4,1542.043, Arizona 20064
Total consumption , coal , Arizona ,2006,3,1691.659, Arizona 20063
Total consumption , coal , Arizona ,2006,2,1492.243, Arizona 20062
Total consumption , coal , Arizona ,2006,1,1727.96, Arizona 20061
Total consumption , coal , Arizona ,2005,12,1866.412, Arizona 200512
Total consumption , coal , Arizona ,2005,11,1660.444, Arizona 200511
Total consumption , coal , Arizona ,2005,10,1820.379, Arizona 200510
Total consumption , coal , Arizona ,2005,9,1751.093, Arizona 20059
Total consumption , coal , Arizona ,2005,8,1829.672, Arizona 20058
Total consumption , coal , Arizona ,2005,7,1914.836, Arizona 20057
Total consumption , coal , Arizona ,2005,6,1733.202, Arizona 20056
Total consumption , coal , Arizona ,2005,5,1712.71, Arizona 20055
Total consumption , coal , Arizona ,2005,4,1619.196, Arizona 20054
Total consumption , coal , Arizona ,2005,3,1430.885, Arizona 20053
Total consumption , coal , Arizona ,2005,2,1257.04, Arizona 20052
Total consumption , coal , Arizona ,2005,1,1737.211, Arizona 20051
Total consumption , coal , Arizona ,2004,12,1817.947, Arizona 200412
Total consumption , coal , Arizona ,2004,11,1501.909, Arizona 200411
Total consumption , coal , Arizona ,2004,10,1623.807, Arizona 200410
Total consumption , coal , Arizona ,2004,9,1718.541, Arizona 20049
Total consumption , coal , Arizona ,2004,8,1810.735, Arizona 20048
Total consumption , coal , Arizona ,2004,7,1806.855, Arizona 20047
Total consumption , coal , Arizona ,2004,6,1755.76, Arizona 20046
Total consumption , coal , Arizona ,2004,5,1629.456, Arizona 20045
Total consumption , coal , Arizona ,2004,4,1547.301, Arizona 20044
Total consumption , coal , Arizona ,2004,3,1563.99, Arizona 20043
Total consumption , coal , Arizona ,2004,2,1451.087, Arizona 20042
Total consumption , coal , Arizona ,2004,1,1832.507, Arizona 20041
Total consumption , coal , Arizona ,2003,12,1766.204, Arizona 200312
Total consumption , coal , Arizona ,2003,11,1628.182, Arizona 200311
Total consumption , coal , Arizona ,2003,10,1658.636, Arizona 200310
Total consumption , coal , Arizona ,2003,9,1688.022, Arizona 20039
Total consumption , coal , Arizona ,2003,8,1745.74, Arizona 20038
Total consumption , coal , Arizona ,2003,7,1860.075, Arizona 20037
Total consumption , coal , Arizona ,2003,6,1652.84, Arizona 20036
Total consumption , coal , Arizona ,2003,5,1537.361, Arizona 20035
Total consumption , coal , Arizona ,2003,4,1394.149, Arizona 20034
Total consumption , coal , Arizona ,2003,3,1331.833, Arizona 20033
Total consumption , coal , Arizona ,2003,2,1417.676, Arizona 20032
Total consumption , coal , Arizona ,2003,1,1697.352, Arizona 20031
Total consumption , coal , Arizona ,2002,12,1796.014, Arizona 200212
Total consumption , coal , Arizona ,2002,11,1739.012, Arizona 200211
Total consumption , coal , Arizona ,2002,10,1592.011, Arizona 200210
Total consumption , coal , Arizona ,2002,9,1597.755, Arizona 20029
Total consumption , coal , Arizona ,2002,8,1594.937, Arizona 20028
Total consumption , coal , Arizona ,2002,7,1715.511, Arizona 20027
Total consumption , coal , Arizona ,2002,6,1595.938, Arizona 20026
Total consumption , coal , Arizona ,2002,5,1640.447, Arizona 20025
Total consumption , coal , Arizona ,2002,4,1554.807, Arizona 20024
Total consumption , coal , Arizona ,2002,3,1485.428, Arizona 20023
Total consumption , coal , Arizona ,2002,2,1361.818, Arizona 20022
Total consumption , coal , Arizona ,2002,1,1654.295, Arizona 20021
Total consumption , coal , Arizona ,2001,12,1591.242, Arizona 200112
Total consumption , coal , Arizona ,2001,11,1595.794, Arizona 200111
Total consumption , coal , Arizona ,2001,10,1788.392, Arizona 200110
Total consumption , coal , Arizona ,2001,9,1634.066, Arizona 20019
Total consumption , coal , Arizona ,2001,8,1792.666, Arizona 20018
Total consumption , coal , Arizona ,2001,7,1802.941, Arizona 20017
Total consumption , coal , Arizona ,2001,6,1724.679, Arizona 20016
Total consumption , coal , Arizona ,2001,5,1794.996, Arizona 20015
Total consumption , coal , Arizona ,2001,4,1765.398, Arizona 20014
Total consumption , coal , Arizona ,2001,3,1456.609, Arizona 20013
Total consumption , coal , Arizona ,2001,2,1473.131, Arizona 20012
Total consumption , coal , Arizona ,2001,1,1737.661, Arizona 20011
Total consumption , coal , Arkansas ,2017,7,1640.537, Arkansas 20177
Total consumption , coal , Arkansas ,2017,6,1324.047, Arkansas 20176
Total consumption , coal , Arkansas ,2017,5,944.763, Arkansas 20175
Total consumption , coal , Arkansas ,2017,4,938.331, Arkansas 20174
Total consumption , coal , Arkansas ,2017,3,734.977, Arkansas 20173
Total consumption , coal , Arkansas ,2017,2,1102.465, Arkansas 20172
Total consumption , coal , Arkansas ,2017,1,1810.342, Arkansas 20171
Total consumption , coal , Arkansas ,2016,12,1730.877, Arkansas 201612
Total consumption , coal , Arkansas ,2016,11,894.62, Arkansas 201611
Total consumption , coal , Arkansas ,2016,10,1345.397, Arkansas 201610
Total consumption , coal , Arkansas ,2016,9,1706.81, Arkansas 20169
Total consumption , coal , Arkansas ,2016,8,1549.319, Arkansas 20168
Total consumption , coal , Arkansas ,2016,7,1586.966, Arkansas 20167
Total consumption , coal , Arkansas ,2016,6,1171.536, Arkansas 20166
Total consumption , coal , Arkansas ,2016,5,559.971, Arkansas 20165
Total consumption , coal , Arkansas ,2016,4,705.946, Arkansas 20164
Total consumption , coal , Arkansas ,2016,3,743.914, Arkansas 20163
Total consumption , coal , Arkansas ,2016,2,947.392, Arkansas 20162
Total consumption , coal , Arkansas ,2016,1,1123.44, Arkansas 20161
Total consumption , coal , Arkansas ,2015,12,647.97, Arkansas 201512
Total consumption , coal , Arkansas ,2015,11,682.187, Arkansas 201511
Total consumption , coal , Arkansas ,2015,10,913.979, Arkansas 201510
Total consumption , coal , Arkansas ,2015,9,1319.464, Arkansas 20159
Total consumption , coal , Arkansas ,2015,8,1354.199, Arkansas 20158
Total consumption , coal , Arkansas ,2015,7,1567.584, Arkansas 20157
Total consumption , coal , Arkansas ,2015,6,1344.671, Arkansas 20156
Total consumption , coal , Arkansas ,2015,5,1139.475, Arkansas 20155
Total consumption , coal , Arkansas ,2015,4,748.307, Arkansas 20154
Total consumption , coal , Arkansas ,2015,3,914.424, Arkansas 20153
Total consumption , coal , Arkansas ,2015,2,1235.205, Arkansas 20152
Total consumption , coal , Arkansas ,2015,1,947.959, Arkansas 20151
Total consumption , coal , Arkansas ,2014,12,1261.049, Arkansas 201412
Total consumption , coal , Arkansas ,2014,11,1427.867, Arkansas 201411
Total consumption , coal , Arkansas ,2014,10,1473.002, Arkansas 201410
Total consumption , coal , Arkansas ,2014,9,1603.863, Arkansas 20149
Total consumption , coal , Arkansas ,2014,8,1837.816, Arkansas 20148
Total consumption , coal , Arkansas ,2014,7,1718.699, Arkansas 20147
Total consumption , coal , Arkansas ,2014,6,1712.163, Arkansas 20146
Total consumption , coal , Arkansas ,2014,5,1654.652, Arkansas 20145
Total consumption , coal , Arkansas ,2014,4,1399.792, Arkansas 20144
Total consumption , coal , Arkansas ,2014,3,1672.188, Arkansas 20143
Total consumption , coal , Arkansas ,2014,2,1740.396, Arkansas 20142
Total consumption , coal , Arkansas ,2014,1,1779.531, Arkansas 20141
Total consumption , coal , Arkansas ,2013,12,1781.457, Arkansas 201312
Total consumption , coal , Arkansas ,2013,11,1207.623, Arkansas 201311
Total consumption , coal , Arkansas ,2013,10,1308.74, Arkansas 201310
Total consumption , coal , Arkansas ,2013,9,1709.607, Arkansas 20139
Total consumption , coal , Arkansas ,2013,8,1953.218, Arkansas 20138
Total consumption , coal , Arkansas ,2013,7,1904.216, Arkansas 20137
Total consumption , coal , Arkansas ,2013,6,1681.496, Arkansas 20136
Total consumption , coal , Arkansas ,2013,5,1425.482, Arkansas 20135
Total consumption , coal , Arkansas ,2013,4,1344.625, Arkansas 20134
Total consumption , coal , Arkansas ,2013,3,1431.394, Arkansas 20133
Total consumption , coal , Arkansas ,2013,2,1421.062, Arkansas 20132
Total consumption , coal , Arkansas ,2013,1,1596.749, Arkansas 20131
Total consumption , coal , Arkansas ,2012,12,1506.429, Arkansas 201212
Total consumption , coal , Arkansas ,2012,11,1215.425, Arkansas 201211
Total consumption , coal , Arkansas ,2012,10,1074.432, Arkansas 201210
Total consumption , coal , Arkansas ,2012,9,1509.647, Arkansas 20129
Total consumption , coal , Arkansas ,2012,8,1590.736, Arkansas 20128
Total consumption , coal , Arkansas ,2012,7,1485.33, Arkansas 20127
Total consumption , coal , Arkansas ,2012,6,1583.176, Arkansas 20126
Total consumption , coal , Arkansas ,2012,5,1550.669, Arkansas 20125
Total consumption , coal , Arkansas ,2012,4,948.589, Arkansas 20124
Total consumption , coal , Arkansas ,2012,3,1375.624, Arkansas 20123
Total consumption , coal , Arkansas ,2012,2,1551.37, Arkansas 20122
Total consumption , coal , Arkansas ,2012,1,1631.277, Arkansas 20121
Total consumption , coal , Arkansas ,2011,12,1504.65, Arkansas 201112
Total consumption , coal , Arkansas ,2011,11,1241.089, Arkansas 201111
Total consumption , coal , Arkansas ,2011,10,1396.386, Arkansas 201110
Total consumption , coal , Arkansas ,2011,9,1446.017, Arkansas 20119
Total consumption , coal , Arkansas ,2011,8,1774.01, Arkansas 20118
Total consumption , coal , Arkansas ,2011,7,1696.006, Arkansas 20117
Total consumption , coal , Arkansas ,2011,6,1529.586, Arkansas 20116
Total consumption , coal , Arkansas ,2011,5,1401.394, Arkansas 20115
Total consumption , coal , Arkansas ,2011,4,926.979, Arkansas 20114
Total consumption , coal , Arkansas ,2011,3,1325.84, Arkansas 20113
Total consumption , coal , Arkansas ,2011,2,1465.422, Arkansas 20112
